1000	7
1100	7
1200	7
1300	7
1400	8
1500	8
1600	8
1700	8
1800	9
1900	9
2000	9
2100	9
2200	10
2300	10
2400	10
2500	10
2600	10
2700	11
2800	11
2900	11
3000	11
3100	11
3200	12
3300	12
3400	12
3500	12
3600	12
3700	12
3800	13
3900	13
4000	13
4100	13
4200	13
4300	13
4400	13
4500	14
4600	14
4700	14
4800	14
4900	14
5000	14
5100	14
5200	15
5300	15
5400	15
5500	15
5600	15
5700	15
5800	15
5900	15
6000	16
6100	16
6200	16
6300	16
6400	16
6500	16
6600	16
6700	16
6800	17
6900	17
7000	17
7100	17
7200	17
7300	17
7400	17
7500	17
7600	18
7700	18
7800	18
7900	18
8000	18
8100	18
8200	18
8300	18
8400	18
8500	19
8600	19
8700	19
8800	19
8900	19
9000	19
9100	19
9200	19
9300	19
9400	19
9500	20
9600	20
9700	20
9800	20
9900	20
10000	20
